,A,D,Keggin C,B,Cc,,,,,
,0 mL,0.1 mL,0.25 mL,0.5 mL,0.75 mL,BB (1mL),F(1.5 mL),G(1.75 mL),E(2 mL),
0.4104,0.7122,0.76,0.8297,1.15735,1.485,1.0341,0.5832,0.4855,0.3905
0.4224,0.7261,0.774,0.8406,1.1843,1.528,1.0613,0.5946,0.4954,0.3984
0.4344,0.7391,0.7951,0.8537,1.19985,1.546,1.0772,0.6084,0.5064,0.4072
0.4464,0.7524,0.8069,0.8692,1.2321,1.595,1.1072,0.6194,0.516,0.4134
0.4584,0.7662,0.8243,0.8852,1.2401,1.595,1.1134,0.6318,0.5257,0.4211
0.4704,0.7852,0.8424,0.8998,1.2754,1.651,1.14605,0.6411,0.5357,0.4303
0.4824,0.8001,0.8518,0.9171,1.28405,1.651,1.15135,0.6517,0.5469,0.4383
0.4944,0.8155,0.8692,0.9327,1.30435,1.676,1.16995,0.6639,0.5554,0.4442
0.5064,0.8261,0.8852,0.9466,1.3308,1.715,1.1957,0.6764,0.5661,0.4525
0.5184,0.8406,0.8977,0.9586,1.3443,1.73,1.20965,0.6893,0.5771,0.4617
0.5304,0.8575,0.9171,0.9734,1.3742,1.775,1.2381,0.7012,0.5873,0.4679
0.5424,0.8712,0.9305,0.9861,1.37255,1.759,1.23625,0.7135,0.5967,0.4766
0.5544,0.8852,0.9443,0.9991,1.41205,1.825,1.2741,0.7232,0.6074,0.4863
0.5664,0.8956,0.9659,1.013,1.419,1.825,1.2791,0.7332,0.6183,0.4921
0.5784,0.9127,0.9734,1.027,1.4545,1.882,1.3135,0.745,0.6284,0.4996
0.5904,0.9282,0.9886,1.038,1.45,1.862,1.3118,0.7616,0.6399,0.5099
0.6024,0.942,1.007,1.059,1.481,1.903,1.337,0.771,0.6494,0.5177
0.6144,0.9562,1.018,1.074,1.4995,1.925,1.3544,0.7838,0.659,0.523
0.6264,0.9659,1.029,1.087,1.5295,1.972,1.382,0.792,0.6689,0.5321
0.6384,0.9809,1.05,1.1,1.524,1.948,1.37585,0.8037,0.6789,0.5403
0.6504,0.9939,1.059,1.118,1.558,1.998,1.4069,0.8158,0.6893,0.5469
0.6624,1.013,1.074,1.121,1.5465,1.972,1.3992,0.8264,0.6945,0.5545
0.6744,1.027,1.094,1.135,1.5665,1.998,1.4195,0.841,0.7066,0.5641
0.6864,1.038,1.104,1.146,1.572,1.998,1.4251,0.8522,0.7162,0.573
0.6984,1.047,1.114,1.169,1.5835,1.998,1.42995,0.8619,0.7246,0.5771
0.7104,1.059,1.135,1.181,1.5895,1.998,1.43585,0.8737,0.7347,0.5862
0.7224,1.078,1.143,1.194,1.596,1.998,1.43885,0.8797,0.7435,0.5956
0.7344,1.094,1.154,1.206,1.602,1.998,1.444,0.89,0.754,0.6009
0.7464,1.107,1.177,1.219,1.6085,1.998,1.4503,0.9026,0.7647,0.6084
0.7584,1.118,1.185,1.228,1.613,1.998,1.4557,0.9134,0.7773,0.6183
0.7704,1.125,1.206,1.233,1.6155,1.998,1.4635,0.929,0.7854,0.625
0.7825,1.139,1.219,1.251,1.6245,1.998,1.46925,0.9405,0.7936,0.6318
0.7945,1.15,1.224,1.261,1.6295,1.998,1.47395,0.9499,0.8054,0.6411
0.8065,1.169,1.247,1.281,1.6395,1.998,1.48,0.962,0.814,0.6494
0.8185,1.185,1.256,1.302,1.65,1.998,1.4812,0.9644,0.8228,0.6554
0.8305,1.194,1.261,1.307,1.6525,1.998,1.48745,0.9769,0.8318,0.6627
0.8425,1.198,1.281,1.318,1.658,1.998,1.4939,0.9898,0.8391,0.6726
0.8545,1.211,1.296,1.335,1.6665,1.998,1.49785,0.9977,0.8466,0.6777
0.8665,1.224,1.302,1.329,1.6635,1.998,1.5045,1.011,0.858,0.6867
0.8785,1.242,1.324,1.341,1.6695,1.998,1.51,1.022,0.8658,0.6945
0.8905,1.251,1.335,1.353,1.6755,1.998,1.5175,1.037,0.8737,0.7012
0.9025,1.271,1.329,1.371,1.6845,1.998,1.52,1.042,0.8858,0.7066
0.9145,1.271,1.353,1.377,1.6875,1.998,1.523,1.048,0.8941,0.7176
0.9265,1.281,1.359,1.404,1.701,1.998,1.529,1.06,0.9005,0.7246
0.9385,1.296,1.371,1.417,1.7075,1.998,1.5325,1.067,0.9112,0.7304
0.9505,1.318,1.404,1.431,1.7145,1.998,1.537,1.076,0.92,0.7376
